№ п/п;Код ОВД;Год;Номер документа;Номер престу;Дата постановки в ИЦ;Текст решения;Дата решения;Фамилия сл-ля;Шифр докумен;Дата создания записи;Код принятого решения;Кто принял решение (код);Сообщение / Основание;Тип записи (Дисклеймер ИИ)
1941;2;2013;866302;1;08.02.2016;Возобн.приост.ст208ч.1п.1;01.02.2016;ВАЖЕНА;3;08.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1942;2;2013;866402;1;31.05.2016;По инициативе прокур.п.1;11.04.2016;ФЕДОРИНКО;3;03.06.2016;174;43;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1943;2;2014;292402;1;31.05.2016;По инициативе прокур.п.1;15.02.2016;ФЕДОРИНКО;3;01.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1944;2;2014;867902;1;08.02.2016;Возобн.приост.ст208ч.1п.1;01.02.2016;ВАЖЕНА;3;08.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1945;2;2014;868302;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1946;2;2014;868702;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1947;2;2014;869302;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1948;2;2014;869602;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1949;2;2014;869702;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1950;2;2014;869902;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1951;2;2014;870302;1;09.06.2016;Возобн.приост.ст208ч.1п.1;08.05.2016;ГУСАМАВА;3;10.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1952;2;2014;870302;1;20.07.2016;По инициативе прокур.п.1;22.07.2016;ФЕДОРИНКО;3;20.07.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1953;2;2014;870402;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1954;2;2014;872402;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1955;2;2014;872502;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1956;2;2014;872602;1;29.07.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;29.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1957;2;2014;872802;1;30.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1958;2;2014;874802;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1959;2;2014;875702;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1960;2;2014;876302;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1961;2;2014;877102;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1962;2;2014;878702;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1963;2;2014;879702;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1964;2;2014;880702;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1965;2;2014;880802;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1966;2;2014;881402;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1967;2;2014;882802;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1968;2;2014;882902;1;29.07.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;29.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1969;2;2014;883202;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1970;2;2014;884402;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1971;2;2014;884502;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1972;2;2014;884702;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1973;2;2014;884802;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1974;2;2014;885102;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;42;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1975;2;2014;885202;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1976;2;2014;885302;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;42;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1977;2;2014;885502;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1978;2;2014;886102;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1979;2;2014;886202;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1980;2;2014;886902;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1981;2;2014;887002;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1982;2;2014;887402;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1983;2;2014;887502;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1984;2;2014;888502;1;06.06.2016;По инициативе прокур.п.1;01.06.2016;ТЮКАВКЕНА;3;06.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1985;2;2014;889602;1;29.07.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;29.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1986;2;2014;890102;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1987;2;2014;890202;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1988;2;2014;890302;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1989;2;2014;890402;1;29.07.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;29.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1990;2;2014;891302;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1991;2;2014;891402;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1992;2;2014;891502;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1993;2;2014;891602;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;           ;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
1994;2;2014;892002;1;22.06.2016;Возобн.приост.ст208ч.1п.1;21.06.2016;АЛЕШКЕНА;3;03.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
